Study,Trt,Cow,Period,FCM
40,A,13,1,29.38
40,B,13,2,30.14
40,C,13,3,27.89
40,B,14,1,36.62
40,C,14,2,37.89
40,A,14,3,35.51
40,C,15,1,33.64
40,A,15,2,33.47
40,B,15,3,31.45
40,A,16,1,30.52
40,B,16,2,33.93
40,C,16,3,31.88
40,B,17,1,31.88
40,C,17,2,30.95
40,A,17,3,31.75
40,C,18,1,35.44
40,A,18,2,35.47
40,B,18,3,35.24
40,A,19,1,27.41
40,B,19,2,27.86
40,C,19,3,25.38
40,B,20,1,33.71
40,C,20,2,34.42
40,A,20,3,31.67
40,C,21,1,27.22
40,A,21,2,26.31
40,B,21,3,28.7
40,A,22,1,33.65
40,B,22,2,35.4
40,C,22,3,36.29
40,B,23,1,38.29
40,C,23,2,38.01
40,A,23,3,34.23
40,C,24,1,40.8
40,A,24,2,39.47
40,B,24,3,37.34
40,A,25,1,41.11
40,B,25,2,39.56
40,C,25,3,41.5
40,B,26,1,36.87
40,C,26,2,34.26
40,A,26,3,31.81
40,C,27,1,37.65
40,A,27,2,31.72
40,B,27,3,32.43
41,A,1,1,35.93
41,B,1,2,37.5
41,C,1,3,42.05
41,B,2,1,37.2
41,C,2,2,47.23
41,A,2,3,34.23
41,C,3,1,35.29
41,A,3,2,26.62
41,B,3,3,26.53
41,A,4,1,31.57
41,B,4,2,33.25
41,C,4,3,35.92
41,B,5,1,35.19
41,C,5,2,41.25
41,A,5,3,30.02
41,C,6,1,39.68
41,A,6,2,32.55
41,B,6,3,28.41
41,A,7,1,25.26
41,B,7,2,28.43
41,C,7,3,28.63
41,B,8,1,38.31
41,C,8,2,45.25
41,A,8,3,33.57
41,C,9,1,43.89
41,A,9,2,37.34
41,B,9,3,33.17
41,A,10,1,29.78
41,B,10,2,33.05
41,C,10,3,35.14
41,B,11,1,35.92
41,C,11,2,43.38
41,A,11,3,38.33
41,C,12,1,41.85
41,A,12,2,32.66
41,B,12,3,32.57
41,A,13,1,34
41,B,13,2,30.66
41,C,13,3,34.47
41,B,14,1,31.25
41,C,14,2,38.7
41,A,14,3,26.74
41,C,15,1,41.43
41,A,15,2,31.37
41,B,15,3,29.47
41,A,16,1,35.82
41,B,16,2,35.44
41,C,16,3,38.84
41,B,17,1,37.16
41,C,17,2,43.42
41,A,17,3,31.62
41,C,18,1,40.93
41,A,18,2,31.08
41,B,18,3,29.49
41,A,19,1,31.26
41,B,19,2,33.63
41,C,19,3,35.64
41,B,20,1,36.48
41,C,20,2,44.22
41,A,20,3,34.65
41,C,21,1,33.63
41,A,21,2,30.08
41,B,21,3,26.36
41,A,22,1,33.79
41,B,22,2,33.17
41,C,22,3,37.44
41,B,23,1,38.98
41,C,23,2,46.38
41,A,23,3,31.8
41,C,24,1,37.35
41,A,24,2,30.75
41,B,24,3,31.68
42,A,1,1,31.53
42,B,1,2,29.64
42,C,1,3,32.73
42,B,2,1,29.32
42,C,2,2,28.66
42,A,2,3,29.2
42,C,3,1,32.7
42,A,3,2,28.35
42,B,3,3,29.51
42,A,4,1,31.85
42,B,4,2,27.39
42,C,4,3,30.17
42,B,5,1,28.29
42,C,5,2,25.58
42,A,5,3,29.13
42,C,6,1,38.95
42,A,6,2,30.15
42,B,6,3,33.5
43,A,1,1,30.99
43,B,1,2,33.01
43,C,1,3,37.36
43,B,2,1,32.45
43,C,2,2,31.96
43,A,2,3,27.13
43,C,3,1,36.7
43,A,3,2,27.98
43,B,3,3,33.67
43,A,4,1,25.19
43,B,4,2,26.22
43,C,4,3,31.87
43,B,5,1,28.46
43,C,5,2,29.61
43,A,5,3,26.28
43,C,6,1,29.32
43,A,6,2,22.21
43,B,6,3,28.08
43,A,7,1,29.39
43,B,7,2,32.01
43,C,7,3,35.34
43,B,8,1,32.78
43,C,8,2,35.43
43,A,8,3,30.53
43,C,9,1,29.74
43,A,9,2,24.99
43,B,9,3,29.45
43,A,10,1,29.2
43,B,10,2,31.58
43,C,10,3,36.83
43,B,11,1,32.06
43,C,11,2,31.55
43,A,11,3,28.33
43,C,12,1,35.83
43,A,12,2,30.86
43,B,12,3,35.08
43,A,13,1,25.54
43,B,13,2,28.59
43,C,13,3,34.82
43,B,14,1,34.58
43,C,14,2,39.14
43,A,14,3,33.17
43,C,15,1,31.82
43,A,15,2,25.92
43,B,15,3,30.95
43,A,16,1,32.71
43,B,16,2,34.79
43,C,16,3,39.22
43,B,17,1,26.89
43,C,17,2,30.55
43,A,17,3,28.39
43,C,18,1,33.72
43,A,18,2,31.31
43,B,18,3,34.37
43,A,19,1,32.1
43,B,19,2,35.89
43,C,19,3,38.43
43,B,20,1,29.58
43,C,20,2,30.17
43,A,20,3,26.22
43,C,21,1,34.41
43,A,21,2,30.69
43,B,21,3,36.38
43,A,22,1,28.01
43,B,22,2,30.79
43,C,22,3,34.44
43,B,23,1,30.01
43,C,23,2,33.88
43,A,23,3,28.35
43,C,24,1,28.57
43,A,24,2,23.85
43,B,24,3,26.36
43,A,25,1,23.82
43,B,25,2,27.23
43,C,25,3,29.42
43,B,26,1,31.34
43,C,26,2,33.77
43,A,26,3,29.98
43,C,27,1,36.14
43,A,27,2,28.29
43,B,27,3,33.07
43,A,28,1,30.97
43,B,28,2,30.83
43,C,28,3,33.34
43,B,29,1,31.14
43,C,29,2,31.15
43,A,29,3,28.23
43,C,30,1,32.27
43,A,30,2,25.35
43,B,30,3,31.51
44,A,1,1,30.32
44,B,1,2,31.78
44,C,1,3,30.72
44,B,2,1,34.05
44,C,2,2,35.17
44,A,2,3,33.31
44,C,3,1,27.3
44,A,3,2,25.51
44,B,3,3,24.48
44,A,4,1,21.11
44,B,4,2,22.26
44,C,4,3,20.9
44,B,5,1,28.81
44,C,5,2,27.19
44,A,5,3,26.67
44,C,6,1,36.68
44,A,6,2,37.85
44,B,6,3,35.34
44,A,7,1,32.77
44,B,7,2,30.91
44,C,7,3,33.32
44,B,8,1,35.47
44,C,8,2,35.83
44,A,8,3,32.79
44,C,9,1,33.21
44,A,9,2,33.23
44,B,9,3,31.97
44,A,10,1,32.73
44,B,10,2,30.83
44,C,10,3,30.47
44,B,11,1,26.81
44,C,11,2,27.97
44,A,11,3,28.3
44,C,12,1,26.21
44,A,12,2,27.8
44,B,12,3,26.28
44,A,13,1,28.77
44,B,13,2,29.33
44,C,13,3,28.66
44,B,14,1,30.89
44,C,14,2,32.24
44,A,14,3,32.58
44,C,15,1,29.6
44,A,15,2,30.29
44,B,15,3,29.43
44,A,16,1,30.34
44,B,16,2,29.33
44,C,16,3,30.66
44,B,17,1,27.04
44,C,17,2,27
44,A,17,3,26.2
44,C,18,1,27.89
44,A,18,2,30.11
44,B,18,3,28.09
44,A,19,1,29.74
44,B,19,2,28.73
44,C,19,3,29.91
44,B,20,1,32.78
44,C,20,2,32.54
44,A,20,3,31.48
44,C,21,1,26.47
44,A,21,2,25.76
44,B,21,3,25.04
45,A,1,1,27.93
45,B,1,2,32.02
45,C,1,3,31.67
45,B,2,1,33.51
45,C,2,2,35.61
45,A,2,3,24.26
45,C,3,1,31.89
45,A,3,2,25.27
45,B,3,3,28.16
45,A,4,1,20.69
45,B,4,2,25.18
45,C,4,3,24.69
45,B,5,1,37.34
45,C,5,2,33.14
45,A,5,3,27.68
45,C,6,1,30.55
45,A,6,2,28.54
45,B,6,3,28.62
45,A,7,1,28.73
45,B,7,2,31.54
45,C,7,3,27.42
45,B,8,1,33.66
45,C,8,2,33.51
45,A,8,3,24.67
45,C,9,1,30.88
45,A,9,2,23.61
45,B,9,3,24.59
45,A,10,1,30.28
45,B,10,2,30.85
45,C,10,3,30.02
45,B,11,1,32.49
45,C,11,2,28.69
45,A,11,3,24.21
45,C,12,1,36.02
45,A,12,2,26.64
45,B,12,3,31.4
45,A,13,1,25.51
45,B,13,2,28.04
45,C,13,3,24.94
45,B,14,1,29.08
45,C,14,2,28.42
45,A,14,3,21
45,C,15,1,32.52
45,A,15,2,29.75
45,B,15,3,31.45
46,A,1,1,24.1
46,B,1,2,22.46
46,C,1,3,28.83
46,B,2,1,21.65
46,C,2,2,30.08
46,A,2,3,24.96
46,C,3,1,24.62
46,A,3,2,22.73
46,B,3,3,21.03
46,A,4,1,24.31
46,B,4,2,19.1
46,C,4,3,22.54
46,B,5,1,24.41
46,C,5,2,30.59
46,A,5,3,28.33
46,C,6,1,30.17
46,A,6,2,28.99
46,B,6,3,27.12
46,A,7,1,24.93
46,B,7,2,24.6
46,C,7,3,24.43
46,B,8,1,22.66
46,C,8,2,28.82
46,A,8,3,23.34
46,C,9,1,25.08
46,A,9,2,23.19
46,B,9,3,22.74
46,A,10,1,32.08
46,B,10,2,26.36
46,C,10,3,31.32
46,B,11,1,24.3
46,C,11,2,27.59
46,A,11,3,26.07
46,C,12,1,25.37
46,A,12,2,25.07
46,B,12,3,19.42
46,A,13,1,25.62
46,B,13,2,24.95
46,C,13,3,25.78
46,B,14,1,27.87
46,C,14,2,31.53
46,A,14,3,31.98
46,C,15,1,33.91
46,A,15,2,30.23
46,B,15,3,32.8
46,A,16,1,24.11
46,B,16,2,23.28
46,C,16,3,26.14
46,B,17,1,21.8
46,C,17,2,25.02
46,A,17,3,26.56
46,C,18,1,33.77
46,A,18,2,31.16
46,B,18,3,27.91
46,A,19,1,29.02
46,B,19,2,23.85
46,C,19,3,28.34
46,B,20,1,27.53
46,C,20,2,28.86
46,A,20,3,28.08
46,C,21,1,26.92
46,A,21,2,24.7
46,B,21,3,23.87
46,A,22,1,27.78
46,B,22,2,28.31
46,C,22,3,30.66
46,B,23,1,26.3
46,C,23,2,29.79
46,A,23,3,30.72
46,C,24,1,25.02
46,A,24,2,23.5
46,B,24,3,18.94
46,A,25,1,23.03
46,B,25,2,22.61
46,C,25,3,28.48
46,B,26,1,17.08
46,C,26,2,23.43
46,A,26,3,23.72
46,C,27,1,23.97
46,A,27,2,24.43
46,B,27,3,23.8
47,A,1,1,33.49
47,B,1,2,35.77
47,C,1,3,32.87
47,B,2,1,32.61
47,C,2,2,34.95
47,A,2,3,30.42
47,C,3,1,28.18
47,A,3,2,30.83
47,B,3,3,31.13
47,A,4,1,34.41
47,B,4,2,39.15
47,C,4,3,35.08
47,B,5,1,29.86
47,C,5,2,30.18
47,A,5,3,31.93
47,C,6,1,39.98
47,A,6,2,43.54
47,B,6,3,44.01
47,A,7,1,32.39
47,B,7,2,35.4
47,C,7,3,31.69
47,B,8,1,33.76
47,C,8,2,32.72
47,A,8,3,30.43
47,C,9,1,34.37
47,A,9,2,35.21
47,B,9,3,32.98
47,A,10,1,28.93
47,B,10,2,29.69
47,C,10,3,27.54
47,B,11,1,36.4
47,C,11,2,35.92
47,A,11,3,34.21
47,C,12,1,31.77
47,A,12,2,37.13
47,B,12,3,37.51
48,A,1,1,31.02
48,B,1,2,30.72
48,C,1,3,32.2
48,B,2,1,30.05
48,C,2,2,30.5
48,A,2,3,29.59
48,C,3,1,34.37
48,A,3,2,29.91
48,B,3,3,35
48,A,4,1,27.14
48,B,4,2,28.63
48,C,4,3,34.06
48,B,5,1,26.59
48,C,5,2,27.55
48,A,5,3,27.16
48,C,6,1,31.25
48,A,6,2,28.15
48,B,6,3,35.23
48,A,7,1,29.5
48,B,7,2,30.64
48,C,7,3,34.57
48,B,8,1,35.38
48,C,8,2,36.7
48,A,8,3,33.53
48,C,9,1,31.78
48,A,9,2,26.1
48,B,9,3,31.17
48,A,10,1,37.13
48,B,10,2,34.1
48,C,10,3,38.16
48,B,11,1,36.67
48,C,11,2,35.36
48,A,11,3,35.54
48,C,12,1,29.58
48,A,12,2,25.39
48,B,12,3,32.36
48,A,13,1,29.98
48,B,13,2,28.88
48,C,13,3,32.77
48,B,14,1,33.45
48,C,14,2,34.66
48,A,14,3,34.38
48,C,15,1,36.29
48,A,15,2,33.6
48,B,15,3,37.56
49,A,1,1,29.45
49,B,1,2,33.68
49,C,1,3,34.26
49,B,2,1,32.21
49,C,2,2,33.01
49,A,2,3,27.2
49,C,3,1,36.37
49,A,3,2,33.53
49,B,3,3,32.72
49,A,4,1,32.62
49,B,4,2,33.85
49,C,4,3,35.69
49,B,5,1,32.22
49,C,5,2,32.92
49,A,5,3,27.73
49,C,6,1,34.71
49,A,6,2,29.71
49,B,6,3,32.36
49,A,7,1,26.78
49,B,7,2,30.32
49,C,7,3,30.63
49,B,8,1,33.15
49,C,8,2,33.2
49,A,8,3,27.17
49,C,9,1,34.38
49,A,9,2,28.46
49,B,9,3,34.49
49,A,10,1,31.07
49,B,10,2,31.25
49,C,10,3,33.03
49,B,11,1,31.71
49,C,11,2,33.64
49,A,11,3,26.38
49,C,12,1,32.38
49,A,12,2,24.35
49,B,12,3,28.8
50,A,1,1,26.84
50,B,1,2,30.26
50,C,1,3,29.87
50,B,2,1,31.98
50,C,2,2,33.56
50,A,2,3,29.77
50,C,3,1,27.84
50,A,3,2,29.99
50,B,3,3,30.49
50,A,4,1,26.78
50,B,4,2,27.49
50,C,4,3,27.05
50,B,5,1,27.63
50,C,5,2,29.09
50,A,5,3,25.6
50,C,6,1,27.22
50,A,6,2,28.28
50,B,6,3,28.52
50,A,7,1,35.1
50,B,7,2,38.56
50,C,7,3,34.94
50,B,8,1,26.47
50,C,8,2,27.86
50,A,8,3,25.75
50,C,9,1,29.3
50,A,9,2,28.92
50,B,9,3,31.18
50,A,10,1,31.43
50,B,10,2,34.27
50,C,10,3,29.18
50,B,11,1,26.34
50,C,11,2,28.64
50,A,11,3,24.45
50,C,12,1,28.14
50,A,12,2,28.11
50,B,12,3,26.99
