Study,Trt,Cow,Xvar,FCM
25,B,56,-0.9165551170700811,42.89
25,B,57,-0.9165551170700811,46.86
25,B,58,-0.9165551170700811,33.07
25,B,59,-0.9165551170700811,33.86
25,B,60,-0.9165551170700811,40.77
25,B,61,-0.9165551170700811,37.5
25,B,62,-0.9165551170700811,38.34
25,B,63,-0.9165551170700811,36.72
25,B,64,-0.9165551170700811,50.06
25,B,65,-0.9165551170700811,44.96
25,B,66,-0.9165551170700811,45.29
25,B,67,-0.9165551170700811,44.78
25,B,68,-0.9165551170700811,42.09
25,B,69,-0.9165551170700811,35.34
25,B,70,-0.9165551170700811,36.74
25,B,71,-0.9165551170700811,42.72
25,B,72,-0.9165551170700811,39.08
25,B,73,-0.9165551170700811,27.38
25,B,74,-0.9165551170700811,39.86
25,B,75,-0.9165551170700811,39.9
25,B,76,-0.9165551170700811,38.87
25,B,77,-0.9165551170700811,45.13
25,B,78,-0.9165551170700811,33.62
25,B,79,-0.9165551170700811,46.39
25,B,80,-0.9165551170700811,35.97
26,A,1,-0.6339810327435095,55.66
26,A,2,-0.6339810327435095,44.06
26,A,3,-0.6339810327435095,47.38
26,A,4,-0.6339810327435095,45.27
26,A,5,-0.6339810327435095,38.47
26,A,6,-0.6339810327435095,38.97
26,A,7,-0.6339810327435095,41.64
26,A,8,-0.6339810327435095,45.57
26,A,9,-0.6339810327435095,42.09
26,A,10,-0.6339810327435095,42.98
26,A,11,-0.6339810327435095,41.36
26,A,12,-0.6339810327435095,42.34
26,A,13,-0.6339810327435095,38.46
26,A,14,-0.6339810327435095,43.7
26,A,15,-0.6339810327435095,42.09
26,A,16,-0.6339810327435095,42.27
26,A,17,-0.6339810327435095,45.03
26,A,18,-0.6339810327435095,53.72
26,B,19,-1.1575000145483743,46.37
26,B,20,-1.1575000145483743,45.63
26,B,21,-1.1575000145483743,46.08
26,B,22,-1.1575000145483743,47.7
26,B,23,-1.1575000145483743,36.52
26,B,24,-1.1575000145483743,38.48
26,B,25,-1.1575000145483743,31.94
26,B,26,-1.1575000145483743,40.71
26,B,27,-1.1575000145483743,43.99
26,B,28,-1.1575000145483743,45.28
26,B,29,-1.1575000145483743,48.91
26,B,30,-1.1575000145483743,40.92
26,B,31,-1.1575000145483743,44.8
26,B,32,-1.1575000145483743,51.13
26,B,33,-1.1575000145483743,45.48
26,B,34,-1.1575000145483743,47
26,B,35,-1.1575000145483743,42.88
26,B,36,-1.1575000145483743,43.86
27,A,1,-1.432219330403182,42.2
27,A,2,-1.432219330403182,45.81
27,A,3,-1.432219330403182,44.76
27,A,4,-1.432219330403182,44.19
27,A,5,-1.432219330403182,41.63
27,A,6,-1.432219330403182,36.53
27,A,7,-1.432219330403182,34.07
27,A,8,-1.432219330403182,48.11
27,A,9,-1.432219330403182,33.78
27,A,10,-1.432219330403182,48.02
27,A,11,-1.432219330403182,43.68
27,A,12,-1.432219330403182,32.99
27,A,13,-1.432219330403182,41.91
27,A,14,-1.432219330403182,37.48
27,A,15,-1.432219330403182,37.88
27,A,16,-1.432219330403182,41
27,A,17,-1.432219330403182,39.21
27,A,18,-1.432219330403182,48
27,A,19,-1.432219330403182,40.92
27,A,20,-1.432219330403182,42.52
27,A,21,-1.432219330403182,44.24
27,A,22,-1.432219330403182,40.71
27,A,23,-1.432219330403182,31.52
27,A,24,-1.432219330403182,39.97
27,A,25,-1.432219330403182,42.93
27,A,26,-1.432219330403182,41.3
27,A,27,-1.432219330403182,40.55
27,A,28,-1.432219330403182,36.77
27,A,29,-1.432219330403182,40.89
27,A,30,-1.432219330403182,47.32
27,A,31,-1.432219330403182,32.54
27,A,32,-1.432219330403182,45.25
27,B,33,-0.7115926055254375,37.79
27,B,34,-0.7115926055254375,49.75
27,B,35,-0.7115926055254375,49.21
27,B,36,-0.7115926055254375,36.82
27,B,37,-0.7115926055254375,37.81
27,B,38,-0.7115926055254375,43.86
27,B,39,-0.7115926055254375,40.21
27,B,40,-0.7115926055254375,42.89
27,B,41,-0.7115926055254375,41.49
27,B,42,-0.7115926055254375,46.16
27,B,43,-0.7115926055254375,44.76
27,B,44,-0.7115926055254375,26.11
27,B,45,-0.7115926055254375,35.51
27,B,46,-0.7115926055254375,42.26
27,B,47,-0.7115926055254375,36.41
27,B,48,-0.7115926055254375,42.46
27,B,49,-0.7115926055254375,48.68
27,B,50,-0.7115926055254375,39.45
27,B,51,-0.7115926055254375,37.26
27,B,52,-0.7115926055254375,38.37
27,B,53,-0.7115926055254375,43.77
27,B,54,-0.7115926055254375,30
27,B,55,-0.7115926055254375,46.16
27,B,56,-0.7115926055254375,35.57
27,B,57,-0.7115926055254375,32.92
27,B,58,-0.7115926055254375,44.73
27,B,59,-0.7115926055254375,40.96
27,B,60,-0.7115926055254375,46.37
27,B,61,-0.7115926055254375,41.67
27,B,62,-0.7115926055254375,49.79
27,B,63,-0.7115926055254375,47.05
27,B,64,-0.7115926055254375,44.96
28,A,1,-0.3584819723018034,47.9
28,A,2,-0.3584819723018034,41.35
28,A,3,-0.3584819723018034,50.52
28,A,4,-0.3584819723018034,50.17
28,A,5,-0.3584819723018034,41.42
28,A,6,-0.3584819723018034,39.65
28,A,7,-0.3584819723018034,46.1
28,A,8,-0.3584819723018034,40.5
28,A,9,-0.3584819723018034,45.02
28,A,10,-0.3584819723018034,43.46
28,A,11,-0.3584819723018034,36.96
28,A,12,-0.3584819723018034,41.19
28,A,13,-0.3584819723018034,42.92
28,A,14,-0.3584819723018034,46.54
28,A,15,-0.3584819723018034,40.25
28,A,16,-0.3584819723018034,45.95
28,A,17,-0.3584819723018034,41.29
28,A,18,-0.3584819723018034,44.05
28,B,19,0.5510724310031837,38.79
28,B,20,0.5510724310031837,41.16
28,B,21,0.5510724310031837,45.39
28,B,22,0.5510724310031837,47.2
28,B,23,0.5510724310031837,36.43
28,B,24,0.5510724310031837,50.83
28,B,25,0.5510724310031837,51.72
28,B,26,0.5510724310031837,36.1
28,B,27,0.5510724310031837,41.63
28,B,28,0.5510724310031837,42.96
28,B,29,0.5510724310031837,47.56
28,B,30,0.5510724310031837,36.66
28,B,31,0.5510724310031837,46.56
28,B,32,0.5510724310031837,49.91
28,B,33,0.5510724310031837,42.81
28,B,34,0.5510724310031837,44.82
28,B,35,0.5510724310031837,42.42
28,B,36,0.5510724310031837,38.06
29,A,1,0.8692594740041972,40.01
29,A,2,0.8692594740041972,36.98
29,A,3,0.8692594740041972,38.66
29,A,4,0.8692594740041972,42.75
29,A,5,0.8692594740041972,35.46
29,A,6,0.8692594740041972,31.95
29,A,7,0.8692594740041972,39.47
29,A,8,0.8692594740041972,34.49
29,A,9,0.8692594740041972,47.95
29,A,10,0.8692594740041972,40.96
29,A,11,0.8692594740041972,40.32
29,A,12,0.8692594740041972,41.09
29,A,13,0.8692594740041972,34.38
29,A,14,0.8692594740041972,40.74
29,A,15,0.8692594740041972,38.56
29,A,16,0.8692594740041972,42.25
29,A,17,0.8692594740041972,42.39
29,A,18,0.8692594740041972,39.8
29,A,19,0.8692594740041972,29.91
29,A,20,0.8692594740041972,33.44
29,A,21,0.8692594740041972,42.51
29,A,22,0.8692594740041972,41.26
29,A,23,0.8692594740041972,31.62
29,A,24,0.8692594740041972,42.58
29,A,25,0.8692594740041972,34.63
29,A,26,0.8692594740041972,39.11
29,A,27,0.8692594740041972,38.72
29,A,28,0.8692594740041972,34.73
29,A,29,0.8692594740041972,48.71
29,A,30,0.8692594740041972,32.8
29,A,31,0.8692594740041972,41.17
29,A,32,0.8692594740041972,35.48
29,A,33,0.8692594740041972,49.12
29,A,34,0.8692594740041972,44.68
29,B,35,-0.4796820100688098,43.75
29,B,36,-0.4796820100688098,36.37
29,B,37,-0.4796820100688098,39.93
29,B,38,-0.4796820100688098,46.73
29,B,39,-0.4796820100688098,36.26
29,B,40,-0.4796820100688098,46.16
29,B,41,-0.4796820100688098,40.58
29,B,42,-0.4796820100688098,36.74
29,B,43,-0.4796820100688098,45.99
29,B,44,-0.4796820100688098,42.2
29,B,45,-0.4796820100688098,36.98
29,B,46,-0.4796820100688098,39.84
29,B,47,-0.4796820100688098,40.87
29,B,48,-0.4796820100688098,37.7
29,B,49,-0.4796820100688098,38.56
29,B,50,-0.4796820100688098,43.9
29,B,51,-0.4796820100688098,37.57
29,B,52,-0.4796820100688098,44.47
29,B,53,-0.4796820100688098,38.99
29,B,54,-0.4796820100688098,38.72
29,B,55,-0.4796820100688098,42.37
29,B,56,-0.4796820100688098,37.4
29,B,57,-0.4796820100688098,40.82
29,B,58,-0.4796820100688098,40.76
29,B,59,-0.4796820100688098,42.55
29,B,60,-0.4796820100688098,36.91
29,B,61,-0.4796820100688098,33.73
29,B,62,-0.4796820100688098,40.3
29,B,63,-0.4796820100688098,39.87
29,B,64,-0.4796820100688098,46.18
29,B,65,-0.4796820100688098,42.73
29,B,66,-0.4796820100688098,31.75
29,B,67,-0.4796820100688098,39.74
29,B,68,-0.4796820100688098,39.96
30,A,1,-1.2870708589133515,25.6
30,A,2,-1.2870708589133515,40.22
30,A,3,-1.2870708589133515,45.53
30,A,4,-1.2870708589133515,39.89
30,A,5,-1.2870708589133515,36.25
30,A,6,-1.2870708589133515,35.36
30,A,7,-1.2870708589133515,38.61
30,A,8,-1.2870708589133515,32.67
30,A,9,-1.2870708589133515,44.11
30,A,10,-1.2870708589133515,38.5
30,A,11,-1.2870708589133515,47.26
30,A,12,-1.2870708589133515,38.51
30,A,13,-1.2870708589133515,43.12
30,A,14,-1.2870708589133515,39.75
30,A,15,-1.2870708589133515,39.98
30,A,16,-1.2870708589133515,34.79
30,A,17,-1.2870708589133515,45.42
30,A,18,-1.2870708589133515,46.41
30,A,19,-1.2870708589133515,34.11
30,A,20,-1.2870708589133515,35.57
30,A,21,-1.2870708589133515,35.81
30,A,22,-1.2870708589133515,39.22
30,A,23,-1.2870708589133515,34.28
30,A,24,-1.2870708589133515,37.59
30,A,25,-1.2870708589133515,33.78
30,A,26,-1.2870708589133515,40.02
30,A,27,-1.2870708589133515,31.42
30,A,28,-1.2870708589133515,42.54
30,A,29,-1.2870708589133515,45.87
30,A,30,-1.2870708589133515,35.01
30,A,31,-1.2870708589133515,45.55
30,A,32,-1.2870708589133515,38.26
30,A,33,-1.2870708589133515,47.59
30,A,34,-1.2870708589133515,42.04
30,A,35,-1.2870708589133515,39.64
30,A,36,-1.2870708589133515,36
30,B,37,0.30944794019945615,38.05
30,B,38,0.30944794019945615,38.8
30,B,39,0.30944794019945615,36.26
30,B,40,0.30944794019945615,44.62
30,B,41,0.30944794019945615,39.45
30,B,42,0.30944794019945615,35.78
30,B,43,0.30944794019945615,37.85
30,B,44,0.30944794019945615,38.14
30,B,45,0.30944794019945615,38.9
30,B,46,0.30944794019945615,38.97
30,B,47,0.30944794019945615,45.55
30,B,48,0.30944794019945615,37.69
30,B,49,0.30944794019945615,40.78
30,B,50,0.30944794019945615,39.67
30,B,51,0.30944794019945615,38.55
30,B,52,0.30944794019945615,34.76
30,B,53,0.30944794019945615,46.73
30,B,54,0.30944794019945615,34.7
30,B,55,0.30944794019945615,47.34
30,B,56,0.30944794019945615,39.38
30,B,57,0.30944794019945615,49.92
30,B,58,0.30944794019945615,36.55
30,B,59,0.30944794019945615,30.31
30,B,60,0.30944794019945615,48.5
30,B,61,0.30944794019945615,38.64
30,B,62,0.30944794019945615,39.82
30,B,63,0.30944794019945615,41.54
30,B,64,0.30944794019945615,41.98
30,B,65,0.30944794019945615,40.93
30,B,66,0.30944794019945615,36.94
30,B,67,0.30944794019945615,37.5
30,B,68,0.30944794019945615,36
30,B,69,0.30944794019945615,37.85
30,B,70,0.30944794019945615,35.47
30,B,71,0.30944794019945615,44.8
30,B,72,0.30944794019945615,34.24
31,A,1,0.10831608168981055,43.17
31,A,2,0.10831608168981055,27.23
31,A,3,0.10831608168981055,38.4
31,A,4,0.10831608168981055,41.95
31,A,5,0.10831608168981055,38.09
31,A,6,0.10831608168981055,36.42
31,A,7,0.10831608168981055,41.23
31,A,8,0.10831608168981055,43.76
31,A,9,0.10831608168981055,40.19
31,A,10,0.10831608168981055,49.55
31,A,11,0.10831608168981055,38.75
31,A,12,0.10831608168981055,34.88
31,A,13,0.10831608168981055,45.71
31,A,14,0.10831608168981055,47.34
31,A,15,0.10831608168981055,35.91
31,A,16,0.10831608168981055,40.08
31,A,17,0.10831608168981055,32.53
31,A,18,0.10831608168981055,33.85
31,A,19,0.10831608168981055,28.24
31,A,20,0.10831608168981055,44.23
31,A,21,0.10831608168981055,38.85
31,A,22,0.10831608168981055,40.13
31,A,23,0.10831608168981055,42.12
31,A,24,0.10831608168981055,36.13
31,A,25,0.10831608168981055,36.7
31,A,26,0.10831608168981055,35.92
31,A,27,0.10831608168981055,36.7
31,A,28,0.10831608168981055,43.04
31,A,29,0.10831608168981055,45.06
31,A,30,0.10831608168981055,41.61
31,A,31,0.10831608168981055,41.23
31,A,32,0.10831608168981055,37.33
31,A,33,0.10831608168981055,38.36
31,A,34,0.10831608168981055,39.3
31,A,35,0.10831608168981055,43.28
31,A,36,0.10831608168981055,35.14
31,B,37,-0.1569726132080233,36
31,B,38,-0.1569726132080233,30.62
31,B,39,-0.1569726132080233,36.18
31,B,40,-0.1569726132080233,40.46
31,B,41,-0.1569726132080233,33.78
31,B,42,-0.1569726132080233,35
31,B,43,-0.1569726132080233,41.02
31,B,44,-0.1569726132080233,41.05
31,B,45,-0.1569726132080233,36.58
31,B,46,-0.1569726132080233,42.03
31,B,47,-0.1569726132080233,29.17
31,B,48,-0.1569726132080233,44.85
31,B,49,-0.1569726132080233,35.5
31,B,50,-0.1569726132080233,29.9
31,B,51,-0.1569726132080233,37.3
31,B,52,-0.1569726132080233,33.39
31,B,53,-0.1569726132080233,40.17
31,B,54,-0.1569726132080233,45.59
31,B,55,-0.1569726132080233,40.24
31,B,56,-0.1569726132080233,38.21
31,B,57,-0.1569726132080233,32.85
31,B,58,-0.1569726132080233,30.96
31,B,59,-0.1569726132080233,42.05
31,B,60,-0.1569726132080233,30.76
31,B,61,-0.1569726132080233,40.88
31,B,62,-0.1569726132080233,36.06
31,B,63,-0.1569726132080233,39.68
31,B,64,-0.1569726132080233,32.52
31,B,65,-0.1569726132080233,31.9
31,B,66,-0.1569726132080233,37.11
31,B,67,-0.1569726132080233,39.91
31,B,68,-0.1569726132080233,43.84
31,B,69,-0.1569726132080233,44.44
31,B,70,-0.1569726132080233,41.08
31,B,71,-0.1569726132080233,46.69
31,B,72,-0.1569726132080233,39.77
32,A,1,-0.9304449072754517,44.37
32,A,2,-0.9304449072754517,37.04
32,A,3,-0.9304449072754517,47.33
32,A,4,-0.9304449072754517,39.9
32,A,5,-0.9304449072754517,41.51
32,A,6,-0.9304449072754517,43.09
32,A,7,-0.9304449072754517,34.7
32,A,8,-0.9304449072754517,40.11
32,A,9,-0.9304449072754517,39.77
32,A,10,-0.9304449072754517,45.77
32,A,11,-0.9304449072754517,40.37
32,A,12,-0.9304449072754517,45.19
32,A,13,-0.9304449072754517,43.05
32,A,14,-0.9304449072754517,39.2
32,A,15,-0.9304449072754517,45.98
32,A,16,-0.9304449072754517,46.48
32,A,17,-0.9304449072754517,41.09
32,A,18,-0.9304449072754517,43.22
32,A,19,-0.9304449072754517,41.17
32,A,20,-0.9304449072754517,41.22
32,A,21,-0.9304449072754517,38.78
32,A,22,-0.9304449072754517,34.48
32,A,23,-0.9304449072754517,36.5
32,A,24,-0.9304449072754517,44.23
32,A,25,-0.9304449072754517,41.75
32,A,26,-0.9304449072754517,40.51
32,A,27,-0.9304449072754517,38.18
32,A,28,-0.9304449072754517,34.08
32,B,29,-1.0039275289585416,37.73
32,B,30,-1.0039275289585416,33.77
32,B,31,-1.0039275289585416,43.54
32,B,32,-1.0039275289585416,41.86
32,B,33,-1.0039275289585416,44.21
32,B,34,-1.0039275289585416,44.07
32,B,35,-1.0039275289585416,35.08
32,B,36,-1.0039275289585416,41.45
32,B,37,-1.0039275289585416,49.13
32,B,38,-1.0039275289585416,40.62
32,B,39,-1.0039275289585416,39.05
32,B,40,-1.0039275289585416,34.9
32,B,41,-1.0039275289585416,42.92
32,B,42,-1.0039275289585416,42.4
32,B,43,-1.0039275289585416,42.98
32,B,44,-1.0039275289585416,35.77
32,B,45,-1.0039275289585416,36.89
32,B,46,-1.0039275289585416,43.53
32,B,47,-1.0039275289585416,44.42
32,B,48,-1.0039275289585416,41.08
32,B,49,-1.0039275289585416,48.69
32,B,50,-1.0039275289585416,41.67
32,B,51,-1.0039275289585416,54.46
32,B,52,-1.0039275289585416,39.23
32,B,53,-1.0039275289585416,37.19
32,B,54,-1.0039275289585416,44.72
32,B,55,-1.0039275289585416,27.69
32,B,56,-1.0039275289585416,45.37
33,A,1,0.10403354045954573,50.8
33,A,2,0.10403354045954573,35.14
33,A,3,0.10403354045954573,47.25
33,A,4,0.10403354045954573,39.74
33,A,5,0.10403354045954573,41.43
33,A,6,0.10403354045954573,49.07
33,A,7,0.10403354045954573,42.33
33,A,8,0.10403354045954573,42.25
33,A,9,0.10403354045954573,31.72
33,A,10,0.10403354045954573,34.36
33,A,11,0.10403354045954573,34.9
33,A,12,0.10403354045954573,45.01
33,A,13,0.10403354045954573,39.9
33,A,14,0.10403354045954573,46.75
33,A,15,0.10403354045954573,46.09
33,A,16,0.10403354045954573,36.5
33,A,17,0.10403354045954573,33.64
33,A,18,0.10403354045954573,36.3
33,A,19,0.10403354045954573,42.81
33,A,20,0.10403354045954573,37.47
33,A,21,0.10403354045954573,37.44
33,A,22,0.10403354045954573,33.32
33,A,23,0.10403354045954573,42.8
33,A,24,0.10403354045954573,49.11
33,B,25,1.1680607947853987,46.27
33,B,26,1.1680607947853987,43.78
33,B,27,1.1680607947853987,41.93
33,B,28,1.1680607947853987,52.99
33,B,29,1.1680607947853987,41.54
33,B,30,1.1680607947853987,46.6
33,B,31,1.1680607947853987,34.52
33,B,32,1.1680607947853987,37.02
33,B,33,1.1680607947853987,38.37
33,B,34,1.1680607947853987,41.44
33,B,35,1.1680607947853987,53.53
33,B,36,1.1680607947853987,39.24
33,B,37,1.1680607947853987,39.24
33,B,38,1.1680607947853987,46.21
33,B,39,1.1680607947853987,42.99
33,B,40,1.1680607947853987,40.98
33,B,41,1.1680607947853987,41.55
33,B,42,1.1680607947853987,39.86
33,B,43,1.1680607947853987,35.42
33,B,44,1.1680607947853987,52.05
33,B,45,1.1680607947853987,47.84
33,B,46,1.1680607947853987,42
33,B,47,1.1680607947853987,46.71
33,B,48,1.1680607947853987,31.37
34,A,1,-0.6415822632825328,48.67
34,A,2,-0.6415822632825328,44.42
34,A,3,-0.6415822632825328,41.77
34,A,4,-0.6415822632825328,38.1
34,A,5,-0.6415822632825328,39.13
34,A,6,-0.6415822632825328,43.89
34,A,7,-0.6415822632825328,38.41
34,A,8,-0.6415822632825328,43.02
34,A,9,-0.6415822632825328,39.7
34,A,10,-0.6415822632825328,48.74
34,A,11,-0.6415822632825328,47.24
34,A,12,-0.6415822632825328,43.08
34,A,13,-0.6415822632825328,48.07
34,A,14,-0.6415822632825328,36.6
34,A,15,-0.6415822632825328,38
34,A,16,-0.6415822632825328,36.36
34,A,17,-0.6415822632825328,39.59
34,A,18,-0.6415822632825328,37.26
34,A,19,-0.6415822632825328,40.21
34,A,20,-0.6415822632825328,49.53
34,A,21,-0.6415822632825328,45.12
34,A,22,-0.6415822632825328,43.14
34,A,23,-0.6415822632825328,47.49
34,A,24,-0.6415822632825328,46.45
34,A,25,-0.6415822632825328,46.77
34,A,26,-0.6415822632825328,40.35
34,A,27,-0.6415822632825328,42.71
34,A,28,-0.6415822632825328,52.91
34,A,29,-0.6415822632825328,41.85
34,A,30,-0.6415822632825328,51.63
34,A,31,-0.6415822632825328,44.57
34,A,32,-0.6415822632825328,41.93
34,A,33,-0.6415822632825328,45.67
34,A,34,-0.6415822632825328,55.2
34,A,35,-0.6415822632825328,39.03
34,A,36,-0.6415822632825328,36.28
34,A,37,-0.6415822632825328,36.82
34,A,38,-0.6415822632825328,33.95
34,B,39,0.4452892543843099,36.32
34,B,40,0.4452892543843099,41.99
34,B,41,0.4452892543843099,37.82
34,B,42,0.4452892543843099,35.14
34,B,43,0.4452892543843099,43.65
34,B,44,0.4452892543843099,39.73
34,B,45,0.4452892543843099,37.24
34,B,46,0.4452892543843099,37.52
34,B,47,0.4452892543843099,36.35
34,B,48,0.4452892543843099,43.48
34,B,49,0.4452892543843099,45.36
34,B,50,0.4452892543843099,44.14
34,B,51,0.4452892543843099,47.88
34,B,52,0.4452892543843099,30.69
34,B,53,0.4452892543843099,34.02
34,B,54,0.4452892543843099,49.98
34,B,55,0.4452892543843099,39.41
34,B,56,0.4452892543843099,40.77
34,B,57,0.4452892543843099,36.72
34,B,58,0.4452892543843099,45.28
34,B,59,0.4452892543843099,35.18
34,B,60,0.4452892543843099,41.26
34,B,61,0.4452892543843099,47.9
34,B,62,0.4452892543843099,42.71
34,B,63,0.4452892543843099,37.41
34,B,64,0.4452892543843099,43.01
34,B,65,0.4452892543843099,44.21
34,B,66,0.4452892543843099,33.61
34,B,67,0.4452892543843099,39.47
34,B,68,0.4452892543843099,39.82
34,B,69,0.4452892543843099,37.39
34,B,70,0.4452892543843099,44.2
34,B,71,0.4452892543843099,37.76
34,B,72,0.4452892543843099,35.9
34,B,73,0.4452892543843099,46.44
34,B,74,0.4452892543843099,40.29
34,B,75,0.4452892543843099,45.33
34,B,76,0.4452892543843099,50.58
35,A,1,-1.6637734035387284,36.79
35,A,2,-1.6637734035387284,40.95
35,A,3,-1.6637734035387284,40.08
35,A,4,-1.6637734035387284,41.18
35,A,5,-1.6637734035387284,43.81
35,A,6,-1.6637734035387284,51.01
35,A,7,-1.6637734035387284,49.57
35,A,8,-1.6637734035387284,44.72
35,A,9,-1.6637734035387284,45.5
35,A,10,-1.6637734035387284,39.36
35,A,11,-1.6637734035387284,40.44
35,A,12,-1.6637734035387284,43.04
35,A,13,-1.6637734035387284,42.82
35,A,14,-1.6637734035387284,42.23
35,A,15,-1.6637734035387284,36.07
35,A,16,-1.6637734035387284,35.19
35,A,17,-1.6637734035387284,44.43
35,A,18,-1.6637734035387284,44.68
35,B,19,-0.21297833989886944,44.5
35,B,20,-0.21297833989886944,44.9
35,B,21,-0.21297833989886944,41.7
35,B,22,-0.21297833989886944,46.31
35,B,23,-0.21297833989886944,42.72
35,B,24,-0.21297833989886944,52.27
35,B,25,-0.21297833989886944,45.58
35,B,26,-0.21297833989886944,45.42
35,B,27,-0.21297833989886944,35.66
35,B,28,-0.21297833989886944,52.49
35,B,29,-0.21297833989886944,34.95
35,B,30,-0.21297833989886944,46.24
35,B,31,-0.21297833989886944,46.21
35,B,32,-0.21297833989886944,51.06
35,B,33,-0.21297833989886944,44.13
35,B,34,-0.21297833989886944,38.98
35,B,35,-0.21297833989886944,40.77
35,B,36,-0.21297833989886944,44.8
36,A,1,0.5471627551526171,30.81
36,A,2,0.5471627551526171,42.64
36,A,3,0.5471627551526171,42.56
36,A,4,0.5471627551526171,43.82
36,A,5,0.5471627551526171,45.41
36,A,6,0.5471627551526171,32.75
36,A,7,0.5471627551526171,44.2
36,A,8,0.5471627551526171,33.57
36,A,9,0.5471627551526171,31.77
36,A,10,0.5471627551526171,47.14
36,A,11,0.5471627551526171,36.19
36,A,12,0.5471627551526171,30.71
36,A,13,0.5471627551526171,38.24
36,A,14,0.5471627551526171,47.96
36,A,15,0.5471627551526171,42.25
36,A,16,0.5471627551526171,34.65
36,A,17,0.5471627551526171,43.95
36,A,18,0.5471627551526171,38.08
36,A,19,0.5471627551526171,28.65
36,A,20,0.5471627551526171,33.8
36,A,21,0.5471627551526171,31.6
36,A,22,0.5471627551526171,38.92
36,B,23,-0.6021260599981817,42.08
36,B,24,-0.6021260599981817,40.9
36,B,25,-0.6021260599981817,39.33
36,B,26,-0.6021260599981817,40.03
36,B,27,-0.6021260599981817,41.2
36,B,28,-0.6021260599981817,37.75
36,B,29,-0.6021260599981817,40.13
36,B,30,-0.6021260599981817,36.28
36,B,31,-0.6021260599981817,43.56
36,B,32,-0.6021260599981817,36.87
36,B,33,-0.6021260599981817,38.75
36,B,34,-0.6021260599981817,30.63
36,B,35,-0.6021260599981817,40.88
36,B,36,-0.6021260599981817,42.98
36,B,37,-0.6021260599981817,47.07
36,B,38,-0.6021260599981817,33.28
36,B,39,-0.6021260599981817,41.16
36,B,40,-0.6021260599981817,42.28
36,B,41,-0.6021260599981817,45.39
36,B,42,-0.6021260599981817,36.11
36,B,43,-0.6021260599981817,44.26
36,B,44,-0.6021260599981817,39.78
37,A,1,0.0755532240045896,41.11
37,A,2,0.0755532240045896,43.32
37,A,3,0.0755532240045896,43.41
37,A,4,0.0755532240045896,35.16
37,A,5,0.0755532240045896,38.26
37,A,6,0.0755532240045896,40.5
37,A,7,0.0755532240045896,44.04
37,A,8,0.0755532240045896,40.11
37,A,9,0.0755532240045896,42.72
37,A,10,0.0755532240045896,42.12
37,A,11,0.0755532240045896,43.24
37,A,12,0.0755532240045896,43.98
37,A,13,0.0755532240045896,40.25
37,A,14,0.0755532240045896,43.72
37,A,15,0.0755532240045896,44.14
37,A,16,0.0755532240045896,37.15
37,A,17,0.0755532240045896,44.81
37,A,18,0.0755532240045896,38.54
37,A,19,0.0755532240045896,39.08
37,A,20,0.0755532240045896,43.07
37,A,21,0.0755532240045896,48.69
37,A,22,0.0755532240045896,36.78
37,A,23,0.0755532240045896,47.58
37,A,24,0.0755532240045896,42.79
37,A,25,0.0755532240045896,46.31
37,A,26,0.0755532240045896,45.94
37,A,27,0.0755532240045896,49.6
37,A,28,0.0755532240045896,43.48
37,B,29,0.20636169780382807,48.27
37,B,30,0.20636169780382807,40.72
37,B,31,0.20636169780382807,33.39
37,B,32,0.20636169780382807,40.45
37,B,33,0.20636169780382807,40.43
37,B,34,0.20636169780382807,41.88
37,B,35,0.20636169780382807,37.26
37,B,36,0.20636169780382807,41.52
37,B,37,0.20636169780382807,36.65
37,B,38,0.20636169780382807,34.59
37,B,39,0.20636169780382807,41.16
37,B,40,0.20636169780382807,36.73
37,B,41,0.20636169780382807,49.95
37,B,42,0.20636169780382807,40.38
37,B,43,0.20636169780382807,40.02
37,B,44,0.20636169780382807,41.18
37,B,45,0.20636169780382807,43.25
37,B,46,0.20636169780382807,37.68
37,B,47,0.20636169780382807,46.33
37,B,48,0.20636169780382807,42.77
37,B,49,0.20636169780382807,34.39
37,B,50,0.20636169780382807,39.02
37,B,51,0.20636169780382807,41.16
37,B,52,0.20636169780382807,44
37,B,53,0.20636169780382807,38.49
37,B,54,0.20636169780382807,38.87
37,B,55,0.20636169780382807,46.92
37,B,56,0.20636169780382807,47.25
38,A,1,-0.7830953045573745,43.04
38,A,2,-0.7830953045573745,43.75
38,A,3,-0.7830953045573745,45.41
38,A,4,-0.7830953045573745,42.26
38,A,5,-0.7830953045573745,37.89
38,A,6,-0.7830953045573745,47.16
38,A,7,-0.7830953045573745,47.52
38,A,8,-0.7830953045573745,47.19
38,A,9,-0.7830953045573745,42.18
38,A,10,-0.7830953045573745,36.2
38,A,11,-0.7830953045573745,44.3
38,A,12,-0.7830953045573745,47.41
38,A,13,-0.7830953045573745,39.29
38,A,14,-0.7830953045573745,45.79
38,A,15,-0.7830953045573745,31.59
38,A,16,-0.7830953045573745,37.45
38,A,17,-0.7830953045573745,42.56
38,A,18,-0.7830953045573745,40.3
38,A,19,-0.7830953045573745,46.69
38,A,20,-0.7830953045573745,44.05
38,A,21,-0.7830953045573745,35.97
38,A,22,-0.7830953045573745,39.32
38,A,23,-0.7830953045573745,43.61
38,A,24,-0.7830953045573745,33.37
38,A,25,-0.7830953045573745,40.38
38,A,26,-0.7830953045573745,45.33
38,B,27,-1.6671749976516705,33.67
