Study,Trt,Cow,Period,FCM
23,A,46,3,39.31
23,A,47,1,38.31
23,C,47,2,33.15
23,B,47,3,35.09
23,B,48,1,43.87
23,A,48,2,43.08
23,C,48,3,50.81
24,A,1,1,39.54
24,B,1,2,38.77
24,C,1,3,36.56
24,B,2,1,39.93
24,C,2,2,30.91
24,A,2,3,49.66
24,C,3,1,26.91
24,A,3,2,30.84
24,B,3,3,33.09
24,C,4,1,41.63
24,B,4,2,57.97
24,A,4,3,32.44
24,A,5,1,32.23
24,C,5,2,38.69
24,B,5,3,35.67
24,B,6,1,34.76
24,A,6,2,29.99
24,C,6,3,33.73
24,A,7,1,35.49
24,B,7,2,32.78
24,C,7,3,39.83
24,B,8,1,48.35
24,C,8,2,48.99
24,A,8,3,54.37
24,C,9,1,32.04
24,A,9,2,29.8
24,B,9,3,32.49
24,C,10,1,37.28
24,B,10,2,42.09
24,A,10,3,43.79
24,A,11,1,44.31
24,C,11,2,39.06
24,B,11,3,41.69
24,B,12,1,43.83
24,A,12,2,51.99
24,C,12,3,31.52
24,A,13,1,40.03
24,B,13,2,23.32
24,C,13,3,17.19
24,B,14,1,43.56
24,C,14,2,40.27
24,A,14,3,48.04
24,C,15,1,40.98
24,A,15,2,40.52
24,B,15,3,43.47
24,C,16,1,44.24
24,B,16,2,39.4
24,A,16,3,35.45
24,A,17,1,38.74
24,C,17,2,39.52
24,B,17,3,35.49
24,B,18,1,50.78
24,A,18,2,52.63
24,C,18,3,45.46
24,A,19,1,50.17
24,B,19,2,36.73
24,C,19,3,35.46
24,B,20,1,46.69
24,C,20,2,46.69
24,A,20,3,46.74
24,C,21,1,40.68
24,A,21,2,37.67
24,B,21,3,37.57
24,C,22,1,30.85
24,B,22,2,30.16
24,A,22,3,34.87
24,A,23,1,39.72
24,C,23,2,36.06
24,B,23,3,35.19
24,B,24,1,46.46
24,A,24,2,58.99
24,C,24,3,47.13
24,A,25,1,34.68
24,B,25,2,34.73
24,C,25,3,31.34
24,B,26,1,53.02
24,C,26,2,56.01
24,A,26,3,57.74
24,C,27,1,33.07
24,A,27,2,48.96
24,B,27,3,29.1
24,C,28,1,42.81
24,B,28,2,57.25
24,A,28,3,48.79
24,A,29,1,47.86
24,C,29,2,31.66
24,B,29,3,46.52
24,B,30,1,38.59
24,A,30,2,42.03
24,C,30,3,34.78
24,A,31,1,48.88
24,B,31,2,48.85
24,C,31,3,52.74
24,B,32,1,30.3
24,C,32,2,31.17
24,A,32,3,26.09
24,C,33,1,38.5
24,A,33,2,51.65
24,B,33,3,42.9
24,C,34,1,45.75
24,B,34,2,47.14
24,A,34,3,49.55
24,A,35,1,20.85
24,C,35,2,18.3
24,B,35,3,28.59
24,B,36,1,32.54
24,A,36,2,33.17
24,C,36,3,28.94
24,A,37,1,41.29
24,B,37,2,44.61
24,C,37,3,23.69
24,B,38,1,39.07
24,C,38,2,42.58
24,A,38,3,53.75
24,C,39,1,36.07
24,A,39,2,49.15
24,B,39,3,51.36
24,C,40,1,47.02
24,B,40,2,48.47
24,A,40,3,40.78
24,A,41,1,48.6
24,C,41,2,42.99
24,B,41,3,43.91
24,B,42,1,32.88
24,A,42,2,44.81
24,C,42,3,36.87
24,A,43,1,35.85
24,B,43,2,33.98
24,C,43,3,32.44
24,B,44,1,36.82
24,C,44,2,34.09
24,A,44,3,34.59
24,C,45,1,36.29
24,A,45,2,49.17
24,B,45,3,26.11
24,C,46,1,30.1
24,B,46,2,42.8
24,A,46,3,42.82
24,A,47,1,36.34
24,C,47,2,43.01
24,B,47,3,38.77
24,B,48,1,40.75
24,A,48,2,56.06
24,C,48,3,35.55
25,A,1,1,44.4
25,B,1,2,49.04
25,C,1,3,42.27
25,B,2,1,39.88
25,C,2,2,41.05
25,A,2,3,54.53
25,C,3,1,30.76
25,A,3,2,24.79
25,B,3,3,26.47
25,C,4,1,44.83
25,B,4,2,43.25
25,A,4,3,47.47
25,A,5,1,50.45
25,C,5,2,44.01
25,B,5,3,47.28
25,B,6,1,59.13
25,A,6,2,46.32
25,C,6,3,50.58
25,A,7,1,35.41
25,B,7,2,37.1
25,C,7,3,35.46
25,B,8,1,24.01
25,C,8,2,31.91
25,A,8,3,39.07
25,C,9,1,52.73
25,A,9,2,53.39
25,B,9,3,58.18
25,C,10,1,38.53
25,B,10,2,48.84
25,A,10,3,48.7
25,A,11,1,34.78
25,C,11,2,42.91
25,B,11,3,42.92
25,B,12,1,33.17
25,A,12,2,43.37
25,C,12,3,48.91
25,A,13,1,37.03
25,B,13,2,38.3
25,C,13,3,44.11
25,B,14,1,60.27
25,C,14,2,47.59
25,A,14,3,51.9
25,C,15,1,45.26
25,A,15,2,44.68
25,B,15,3,48.32
25,C,16,1,39.96
25,B,16,2,29.29
25,A,16,3,38.9
25,A,17,1,49.03
25,C,17,2,50.71
25,B,17,3,41.21
25,B,18,1,31.2
25,A,18,2,32.97
25,C,18,3,33.34
25,A,19,1,48.43
25,B,19,2,39.88
25,C,19,3,36.69
25,B,20,1,45.83
25,C,20,2,43.31
25,A,20,3,52.35
25,C,21,1,24.69
25,A,21,2,26.74
25,B,21,3,31.38
25,C,22,1,43.32
25,B,22,2,39.52
25,A,22,3,52.65
25,A,23,1,42.83
25,C,23,2,48.89
25,B,23,3,44.17
25,B,24,1,29.99
25,A,24,2,37.24
25,C,24,3,46.86
25,A,25,1,38.37
25,B,25,2,59.59
25,C,25,3,41.43
25,B,26,1,46.71
25,C,26,2,38.86
25,A,26,3,44.69
25,C,27,1,23.96
25,A,27,2,24.39
25,B,27,3,21.46
25,C,28,1,20.6
25,B,28,2,33.69
25,A,28,3,33.41
25,A,29,1,36.76
25,C,29,2,40.08
25,B,29,3,32.7
25,B,30,1,36.7
25,A,30,2,43.05
25,C,30,3,41.56
25,A,31,1,42.2
25,B,31,2,43.41
25,C,31,3,50.26
25,B,32,1,32.81
25,C,32,2,26.39
25,A,32,3,41.71
25,C,33,1,44.53
25,A,33,2,57.07
25,B,33,3,44.19
25,C,34,1,34.78
25,B,34,2,35.39
25,A,34,3,36.09
25,A,35,1,43.41
25,C,35,2,31.56
25,B,35,3,40.9
25,B,36,1,37.37
25,A,36,2,37.42
25,C,36,3,39.08
25,A,37,1,47.88
25,B,37,2,52.35
25,C,37,3,51.42
25,B,38,1,36.56
25,C,38,2,46.32
25,A,38,3,51.84
25,C,39,1,57.76
25,A,39,2,52.46
25,B,39,3,51.23
25,C,40,1,43.36
25,B,40,2,48.69
25,A,40,3,43.16
25,A,41,1,32.9
25,C,41,2,36.49
25,B,41,3,43.74
25,B,42,1,35.02
25,A,42,2,47.5
25,C,42,3,48.67
25,A,43,1,41.4
25,B,43,2,48.26
25,C,43,3,36.91
25,B,44,1,42.75
25,C,44,2,39.79
25,A,44,3,34.88
25,C,45,1,31.31
25,A,45,2,25.51
25,B,45,3,42.1
25,C,46,1,23.65
25,B,46,2,35.66
25,A,46,3,36.83
25,A,47,1,35.24
25,C,47,2,44.55
25,B,47,3,43.7
25,B,48,1,28.06
25,A,48,2,42.83
25,C,48,3,47.27
26,A,1,1,49.37
26,B,1,2,41.23
26,C,1,3,48.81
26,B,2,1,29.53
26,C,2,2,37.68
26,A,2,3,38.99
26,C,3,1,48.64
26,A,3,2,36.25
26,B,3,3,31.29
26,C,4,1,51.1
26,B,4,2,40.29
26,A,4,3,52.01
26,A,5,1,40.27
26,C,5,2,30.5
26,B,5,3,35.77
26,B,6,1,36.48
26,A,6,2,32.12
26,C,6,3,43.44
26,A,7,1,40.34
26,B,7,2,40.2
26,C,7,3,54.47
26,B,8,1,46.26
26,C,8,2,45.34
26,A,8,3,55.09
26,C,9,1,31.75
26,A,9,2,38.15
26,B,9,3,43.72
26,C,10,1,41.39
26,B,10,2,45.08
26,A,10,3,57.24
26,A,11,1,42.24
26,C,11,2,34.35
26,B,11,3,44.32
26,B,12,1,28.51
26,A,12,2,33.01
26,C,12,3,29.65
26,A,13,1,56.5
26,B,13,2,47.04
26,C,13,3,54.61
26,B,14,1,34.51
26,C,14,2,33.9
26,A,14,3,49.79
26,C,15,1,35.53
26,A,15,2,29.09
26,B,15,3,33.75
26,C,16,1,35.75
26,B,16,2,38.91
26,A,16,3,44.78
26,A,17,1,43.47
26,C,17,2,38.62
26,B,17,3,43.76
26,B,18,1,51.23
26,A,18,2,54.14
26,C,18,3,48.38
26,A,19,1,40.3
26,B,19,2,40.44
26,C,19,3,57.62
26,B,20,1,40.35
26,C,20,2,41.56
26,A,20,3,39.63
26,C,21,1,52.46
26,A,21,2,42.83
26,B,21,3,49.99
26,C,22,1,38.51
26,B,22,2,35.26
26,A,22,3,43.64
26,A,23,1,48.26
26,C,23,2,36.68
26,B,23,3,39.34
26,B,24,1,49.35
26,A,24,2,48.88
26,C,24,3,46.97
26,A,25,1,40.83
26,B,25,2,38.4
26,C,25,3,45.32
26,B,26,1,42.54
26,C,26,2,41.7
26,A,26,3,51.88
26,C,27,1,41.35
26,A,27,2,46.74
26,B,27,3,47.12
26,C,28,1,35.95
26,B,28,2,35.65
26,A,28,3,38.91
26,A,29,1,45.56
26,C,29,2,47.65
26,B,29,3,48.53
26,B,30,1,51.11
26,A,30,2,43.1
26,C,30,3,51.89
26,A,31,1,49.23
26,B,31,2,39.26
26,C,31,3,40.48
26,B,32,1,38.74
26,C,32,2,35.34
26,A,32,3,53.42
26,C,33,1,44.45
26,A,33,2,42.88
26,B,33,3,44.03
26,C,34,1,47.5
26,B,34,2,49.65
26,A,34,3,52.95
26,A,35,1,40.02
26,C,35,2,39.36
26,B,35,3,39.48
26,B,36,1,34.77
26,A,36,2,41.25
26,C,36,3,48.61
26,A,37,1,50.12
26,B,37,2,42.79
26,C,37,3,53.68
26,B,38,1,45.48
26,C,38,2,31.77
26,A,38,3,41.22
26,C,39,1,54.43
26,A,39,2,53.79
26,B,39,3,45.96
26,C,40,1,42.36
26,B,40,2,34.77
26,A,40,3,45.07
26,A,41,1,50.22
26,C,41,2,51.36
26,B,41,3,57.12
26,B,42,1,35.04
26,A,42,2,37.93
26,C,42,3,41.55
26,A,43,1,41.99
26,B,43,2,28.42
26,C,43,3,37.01
26,B,44,1,41.03
26,C,44,2,32.59
26,A,44,3,37.67
26,C,45,1,49.78
26,A,45,2,52.79
26,B,45,3,50.3
26,C,46,1,50.08
26,B,46,2,44.03
26,A,46,3,46.75
26,A,47,1,32.77
26,C,47,2,36.19
26,B,47,3,41.02
26,B,48,1,34.97
26,A,48,2,43.67
26,C,48,3,41.23
26,A,49,1,43.93
26,B,49,2,41.18
26,C,49,3,43.27
26,B,50,1,37.75
26,C,50,2,44.09
26,A,50,3,43.06
26,C,51,1,35.58
26,A,51,2,34.55
26,B,51,3,36.62
26,C,52,1,34.4
26,B,52,2,30.73
26,A,52,3,51.35
26,A,53,1,52.67
26,C,53,2,46.79
26,B,53,3,36.13
26,B,54,1,53.14
26,A,54,2,55.78
26,C,54,3,53.2
26,A,55,1,48.52
26,B,55,2,31.24
26,C,55,3,40.01
26,B,56,1,45.75
26,C,56,2,43.65
26,A,56,3,45.71
26,C,57,1,33.65
26,A,57,2,36.83
26,B,57,3,34.82
26,C,58,1,43.34
26,B,58,2,46.57
26,A,58,3,62.17
26,A,59,1,35.98
26,C,59,2,37.53
26,B,59,3,39.95
26,B,60,1,35.2
26,A,60,2,43.56
26,C,60,3,54.49
27,A,1,1,46.72
27,B,1,2,40.06
27,C,1,3,58.75
27,B,2,1,39.09
27,C,2,2,27.68
27,A,2,3,34.7
27,C,3,1,48.8
27,A,3,2,55.86
27,B,3,3,45.42
27,C,4,1,38.02
27,B,4,2,43.5
27,A,4,3,47.38
27,A,5,1,46.47
27,C,5,2,46.9
27,B,5,3,56.04
27,B,6,1,61.89
27,A,6,2,45.34
27,C,6,3,49.87
27,A,7,1,34.81
27,B,7,2,49.85
27,C,7,3,41.19
27,B,8,1,50.24
27,C,8,2,45.65
27,A,8,3,50.88
27,C,9,1,40.42
27,A,9,2,43.45
27,B,9,3,49.95
27,C,10,1,37.26
27,B,10,2,28.1
27,A,10,3,43.43
27,A,11,1,36.14
27,C,11,2,42.44
27,B,11,3,46.31
27,B,12,1,38.07
27,A,12,2,31.18
27,C,12,3,38.07
27,A,13,1,50.32
27,B,13,2,49.44
27,C,13,3,48.94
27,B,14,1,36.5
27,C,14,2,29.32
27,A,14,3,39.64
27,C,15,1,38.37
27,A,15,2,41.88
27,B,15,3,52.21
27,C,16,1,38.3
27,B,16,2,43.05
27,A,16,3,37.76
27,A,17,1,58.57
27,C,17,2,53.02
27,B,17,3,57.3
27,B,18,1,32.53
27,A,18,2,42.03
27,C,18,3,40.73
28,A,1,1,30.97
28,B,1,2,36.44
28,C,1,3,28.08
28,B,2,1,37.19
28,C,2,2,37.93
28,A,2,3,37.83
28,C,3,1,35.53
28,A,3,2,39.4
28,B,3,3,43.85
28,C,4,1,34.24
28,B,4,2,43.09
28,A,4,3,50.02
28,A,5,1,34.3
28,C,5,2,41.98
28,B,5,3,35.89
28,B,6,1,34.62
28,A,6,2,32.14
28,C,6,3,28.57
28,A,7,1,27.58
28,B,7,2,23.67
28,C,7,3,30.82
28,B,8,1,33.75
28,C,8,2,43.33
28,A,8,3,39.58
28,C,9,1,45.19
28,A,9,2,45.29
28,B,9,3,46.53
28,C,10,1,33.17
28,B,10,2,44.34
28,A,10,3,37.96
28,A,11,1,43.6
28,C,11,2,39.11
28,B,11,3,45.12
28,B,12,1,34.57
28,A,12,2,45.1
28,C,12,3,37.28
29,A,1,1,43.68
29,B,1,2,36.49
29,C,1,3,35.66
29,B,2,1,34.81
29,C,2,2,41.65
29,A,2,3,40.59
29,C,3,1,40.21
29,A,3,2,45.09
29,B,3,3,47.8
29,C,4,1,37.47
29,B,4,2,40.71
29,A,4,3,39.49
29,A,5,1,46.53
29,C,5,2,48.61
29,B,5,3,47.53
29,B,6,1,33.31
29,A,6,2,49.04
29,C,6,3,47.55
29,A,7,1,47.35
29,B,7,2,45.82
29,C,7,3,43.17
29,B,8,1,44.34
29,C,8,2,47.56
29,A,8,3,42.65
29,C,9,1,32.24
29,A,9,2,47.25
29,B,9,3,37.49
29,C,10,1,47.75
29,B,10,2,43.55
29,A,10,3,42.9
29,A,11,1,61.18
29,C,11,2,47.39
29,B,11,3,49
29,B,12,1,37.49
29,A,12,2,40.85
29,C,12,3,34.23
29,A,13,1,29.16
29,B,13,2,35.68
29,C,13,3,37.2
29,B,14,1,47.81
29,C,14,2,51.5
29,A,14,3,52.96
29,C,15,1,35.84
29,A,15,2,33.82
29,B,15,3,44.4
29,C,16,1,42.9
29,B,16,2,50.41
29,A,16,3,36.43
29,A,17,1,44.23
29,C,17,2,40.87
29,B,17,3,43.77
29,B,18,1,39
29,A,18,2,59.15
29,C,18,3,47.1
29,A,19,1,43.03
29,B,19,2,41.53
29,C,19,3,35.99
29,B,20,1,37.32
29,C,20,2,39.72
29,A,20,3,28.47
29,C,21,1,35.09
29,A,21,2,48.7
29,B,21,3,36.35
29,C,22,1,40.81
29,B,22,2,41.76
29,A,22,3,35.38
29,A,23,1,36.61
29,C,23,2,38.11
29,B,23,3,42.93
29,B,24,1,37.06
29,A,24,2,35.24
29,C,24,3,35.64
29,A,25,1,39.34
29,B,25,2,40.4
29,C,25,3,33.59
29,B,26,1,46.66
29,C,26,2,43.27
29,A,26,3,37.7
29,C,27,1,44.24
29,A,27,2,48.2
29,B,27,3,33.33
29,C,28,1,39.83
29,B,28,2,43.62
29,A,28,3,41.83
29,A,29,1,39.31
29,C,29,2,41.46
29,B,29,3,36.5
29,B,30,1,31.88
29,A,30,2,33.42
29,C,30,3,32.85
29,A,31,1,32.38
29,B,31,2,33.48
29,C,31,3,36.92
29,B,32,1,56.6
29,C,32,2,51.61
29,A,32,3,41.43
29,C,33,1,46.99
29,A,33,2,56.85
29,B,33,3,52.96
29,C,34,1,36.48
29,B,34,2,46.52
29,A,34,3,35.21
29,A,35,1,38.11
29,C,35,2,42.04
29,B,35,3,39.1
29,B,36,1,44.47
29,A,36,2,44.65
29,C,36,3,47.29
29,A,37,1,42.24
29,B,37,2,39.69
29,C,37,3,42.3
29,B,38,1,25.11
29,C,38,2,31.61
29,A,38,3,39.54
29,C,39,1,25.7
29,A,39,2,44.1
29,B,39,3,35.25
29,C,40,1,40.21
29,B,40,2,34
29,A,40,3,37.73
29,A,41,1,48.28
29,C,41,2,41.23
29,B,41,3,44.64
29,B,42,1,66.11
29,A,42,2,57.36
29,C,42,3,50.16
29,A,43,1,52.82
29,B,43,2,44.21
29,C,43,3,37.02
29,B,44,1,46.41
29,C,44,2,42.34
29,A,44,3,50.15
29,C,45,1,40.95
29,A,45,2,47.47
29,B,45,3,42.85
29,C,46,1,31.24
29,B,46,2,42.22
29,A,46,3,43.86
29,A,47,1,42.53
29,C,47,2,37.46
29,B,47,3,40.61
29,B,48,1,33.22
29,A,48,2,42.87
29,C,48,3,39.55
29,A,49,1,24.4
29,B,49,2,42.28
29,C,49,3,49.3
29,B,50,1,36.09
29,C,50,2,31.28
29,A,50,3,26.63
29,C,51,1,45.81
29,A,51,2,49.64
29,B,51,3,57.51
29,C,52,1,43.42
29,B,52,2,45.41
29,A,52,3,60.21
29,A,53,1,45.27
29,C,53,2,49.1
29,B,53,3,47.77
29,B,54,1,40.42
29,A,54,2,58.91
29,C,54,3,39.39
29,A,55,1,45.11
29,B,55,2,59.72
29,C,55,3,39.27
29,B,56,1,44.8
29,C,56,2,45.38
29,A,56,3,51.7
29,C,57,1,29.47
29,A,57,2,31.82
29,B,57,3,35.19
29,C,58,1,42.73
29,B,58,2,39.97
29,A,58,3,46.98
29,A,59,1,41.16
29,C,59,2,42.02
29,B,59,3,32.05
29,B,60,1,39.25
29,A,60,2,42.1
29,C,60,3,35.07
30,A,1,1,42.54
30,B,1,2,42.98
30,C,1,3,49.71
30,B,2,1,30.52
30,C,2,2,41.95
30,A,2,3,47.63
30,C,3,1,47.87
30,A,3,2,56.25
30,B,3,3,43.63
30,C,4,1,31.77
30,B,4,2,25.07
30,A,4,3,39.04
30,A,5,1,41.43
30,C,5,2,37.68
30,B,5,3,31.97
30,B,6,1,47.76
30,A,6,2,41.95
30,C,6,3,41.59
30,A,7,1,37.7
30,B,7,2,37.99
30,C,7,3,31.21
30,B,8,1,33.11
30,C,8,2,42.21
30,A,8,3,43.74
30,C,9,1,42.23
30,A,9,2,47.86
30,B,9,3,46.53
30,C,10,1,34.38
30,B,10,2,46.59
30,A,10,3,40.41
30,A,11,1,36.71
30,C,11,2,27.54
30,B,11,3,39.91
30,B,12,1,30.14
30,A,12,2,38.72
30,C,12,3,37.54
30,A,13,1,52.15
30,B,13,2,43.2
30,C,13,3,42.59
30,B,14,1,31.44
30,C,14,2,30.21
30,A,14,3,36.86
30,C,15,1,43.44
30,A,15,2,39.28
30,B,15,3,38.5
30,C,16,1,42.27
30,B,16,2,47.53
30,A,16,3,38.82
30,A,17,1,34.62
30,C,17,2,30.32
30,B,17,3,29.06
30,B,18,1,36.5
30,A,18,2,37.87
30,C,18,3,38.08
30,A,19,1,40.74
30,B,19,2,39.79
30,C,19,3,39.21
30,B,20,1,44.51
30,C,20,2,51.81
30,A,20,3,46.75
30,C,21,1,46.72
30,A,21,2,46.34
30,B,21,3,43.6
30,C,22,1,33.07
30,B,22,2,31.45
30,A,22,3,37.83
30,A,23,1,45.95
30,C,23,2,48.24
30,B,23,3,38.96
30,B,24,1,34.22
30,A,24,2,53.39
30,C,24,3,51.06
30,A,25,1,52.55
30,B,25,2,41.25
30,C,25,3,32.8
30,B,26,1,70.31
30,C,26,2,55.43
30,A,26,3,60.41
30,C,27,1,42.94
30,A,27,2,59.47
30,B,27,3,46.61
30,C,28,1,34.02
30,B,28,2,45.99
30,A,28,3,44.88
30,A,29,1,33.38
30,C,29,2,34.06
30,B,29,3,37.31
30,B,30,1,36.91
30,A,30,2,51.97
30,C,30,3,29.74
30,A,31,1,46.92
30,B,31,2,46.66
30,C,31,3,46.07
30,B,32,1,37.26
30,C,32,2,38.34
30,A,32,3,30.26
30,C,33,1,36.64
30,A,33,2,47.34
30,B,33,3,39.41
30,C,34,1,45.94
30,B,34,2,45.84
30,A,34,3,37.31
30,A,35,1,25.16
30,C,35,2,29.94
30,B,35,3,29.37
30,B,36,1,36.66
30,A,36,2,40.86
30,C,36,3,30.31
30,A,37,1,41.94
30,B,37,2,40.01
30,C,37,3,42.53
30,B,38,1,27.9
30,C,38,2,31.74
30,A,38,3,37.81
30,C,39,1,47.81
30,A,39,2,51.91
30,B,39,3,33.32
30,C,40,1,39.58
30,B,40,2,35.7
30,A,40,3,43.22
30,A,41,1,32.41
30,C,41,2,39.23
30,B,41,3,28.9
30,B,42,1,32.05
30,A,42,2,40.33
30,C,42,3,34.67
30,A,43,1,42.94
30,B,43,2,40.73
30,C,43,3,38.08
30,B,44,1,34
30,C,44,2,38.77
30,A,44,3,45.33
30,C,45,1,30.54
30,A,45,2,28.83
30,B,45,3,22.54
30,C,46,1,32.7
30,B,46,2,36.58
30,A,46,3,39.48
30,A,47,1,47.52
30,C,47,2,46.17
30,B,47,3,40.19
30,B,48,1,42.34
30,A,48,2,52.13
30,C,48,3,39.77
30,A,49,1,50.01
30,B,49,2,40.77
30,C,49,3,45.75
30,B,50,1,46.57
30,C,50,2,49.36
30,A,50,3,50.68
30,C,51,1,35.3
30,A,51,2,40.98
30,B,51,3,29.64
30,C,52,1,33.6
30,B,52,2,30.19
30,A,52,3,34.85
30,A,53,1,36.84
30,C,53,2,34.52
30,B,53,3,38.83
30,B,54,1,40.61
30,A,54,2,38.63
30,C,54,3,31.31
30,A,55,1,40.1
30,B,55,2,38.03
30,C,55,3,36.34
30,B,56,1,44.47
30,C,56,2,49.34
30,A,56,3,57.81
30,C,57,1,42.06
30,A,57,2,47.74
30,B,57,3,52.86
30,C,58,1,35.53
30,B,58,2,31.42
30,A,58,3,42.99
30,A,59,1,52.55
30,C,59,2,40.41
30,B,59,3,49.17
30,B,60,1,46.62
30,A,60,2,50.19
30,C,60,3,40.67
31,A,1,1,38.09
31,B,1,2,30.2
31,C,1,3,33.6
31,B,2,1,40.02
31,C,2,2,34.43
31,A,2,3,36.02
31,C,3,1,20.79
31,A,3,2,32.54
31,B,3,3,30.69
31,C,4,1,35.46
31,B,4,2,54.34
31,A,4,3,34.33
31,A,5,1,36.94
31,C,5,2,37.36
31,B,5,3,43.55
31,B,6,1,41.06
31,A,6,2,36.01
31,C,6,3,32.09
31,A,7,1,48.63
31,B,7,2,43.46
31,C,7,3,40.13
31,B,8,1,40.46
31,C,8,2,32.56
31,A,8,3,37.07
31,C,9,1,37.96
31,A,9,2,33.88
31,B,9,3,38.13
31,C,10,1,39.04
31,B,10,2,35.76
31,A,10,3,34.04
31,A,11,1,34.49
31,C,11,2,25.93
31,B,11,3,31.19
31,B,12,1,51.09
31,A,12,2,48.31
31,C,12,3,37.5
31,A,13,1,40.34
31,B,13,2,37.77
31,C,13,3,35.15
31,B,14,1,32.5
31,C,14,2,28.49
31,A,14,3,24.83
31,C,15,1,34.13
31,A,15,2,34.9
31,B,15,3,37.56
31,C,16,1,28.55
31,B,16,2,27.9
31,A,16,3,34.19
31,A,17,1,28.41
31,C,17,2,33.71
31,B,17,3,33.25
31,B,18,1,36.07
31,A,18,2,28
31,C,18,3,35.51
31,A,19,1,38.25
31,B,19,2,33.35
31,C,19,3,39.72
31,B,20,1,18.84
31,C,20,2,30.8
31,A,20,3,23.43
31,C,21,1,36.87
31,A,21,2,36.3
31,B,21,3,35.89
31,C,22,1,22.72
31,B,22,2,25.5
31,A,22,3,16.12
31,A,23,1,28.82
31,C,23,2,23.7
31,B,23,3,31.42
31,B,24,1,39.36
31,A,24,2,46.41
31,C,24,3,26.48
31,A,25,1,40.94
31,B,25,2,32.93
31,C,25,3,28.52
31,B,26,1,32.03
31,C,26,2,33.31
31,A,26,3,30.29
31,C,27,1,35.86
31,A,27,2,30.37
31,B,27,3,42.62
31,C,28,1,25.93
31,B,28,2,28.05
31,A,28,3,31.88
31,A,29,1,31.7
31,C,29,2,18.53
31,B,29,3,30.29
31,B,30,1,42.93
31,A,30,2,37.93
31,C,30,3,36.97
32,A,1,1,52.71
32,B,1,2,28.83
32,C,1,3,20.24
32,B,2,1,45.14
32,C,2,2,42.18
32,A,2,3,43.8
32,C,3,1,44.13
32,A,3,2,45.09
32,B,3,3,41.74
32,C,4,1,31.37
32,B,4,2,32.46
32,A,4,3,41.27
32,A,5,1,39.1
32,C,5,2,38.55
32,B,5,3,31
32,B,6,1,45.53
32,A,6,2,35.79
32,C,6,3,36.63
32,A,7,1,51.18
32,B,7,2,32.6
32,C,7,3,31.23
32,B,8,1,27.65
32,C,8,2,29.49
32,A,8,3,39.21
32,C,9,1,37.81
32,A,9,2,43.66
32,B,9,3,23.85
32,C,10,1,43.25
32,B,10,2,38.48
32,A,10,3,49.95
32,A,11,1,45.84
32,C,11,2,27.03
32,B,11,3,34.82
32,B,12,1,28.19
32,A,12,2,40.31
32,C,12,3,37.73
32,A,13,1,46.23
32,B,13,2,32.52
32,C,13,3,31.67
32,B,14,1,39.61
32,C,14,2,44.12
32,A,14,3,55.06
32,C,15,1,28.7
32,A,15,2,43.25
32,B,15,3,26.48
32,C,16,1,48.15
32,B,16,2,36.21
32,A,16,3,41.67
32,A,17,1,42.84
32,C,17,2,33.03
32,B,17,3,34.38
32,B,18,1,52.63
32,A,18,2,52.25
32,C,18,3,40.33
32,A,19,1,45.43
32,B,19,2,25.98
32,C,19,3,26.74
32,B,20,1,35.23
32,C,20,2,41.18
32,A,20,3,44.97
32,C,21,1,46.44
32,A,21,2,52.02
32,B,21,3,44.25
32,C,22,1,26.97
32,B,22,2,30.9
32,A,22,3,40.57
32,A,23,1,31.97
32,C,23,2,28.43
32,B,23,3,28.17
32,B,24,1,35.9
32,A,24,2,35.1
32,C,24,3,30.87
32,A,25,1,35.63
32,B,25,2,24.42
32,C,25,3,25.86
32,B,26,1,45.75
32,C,26,2,38.07
32,A,26,3,46.68
32,C,27,1,28.99
32,A,27,2,32.42
32,B,27,3,30.66
32,C,28,1,34.89
32,B,28,2,33.02
32,A,28,3,32.41
32,A,29,1,46.95
32,C,29,2,27.4
32,B,29,3,29.74
32,B,30,1,45.27
32,A,30,2,51.47
32,C,30,3,36.19
32,A,31,1,51.12
32,B,31,2,31.62
32,C,31,3,34.01
32,B,32,1,30.54
32,C,32,2,28.17
32,A,32,3,41.26
32,C,33,1,41.54
32,A,33,2,51.32
32,B,33,3,42.02
32,C,34,1,35.91
32,B,34,2,34.79
32,A,34,3,47.4
32,A,35,1,60.08
32,C,35,2,49.41
32,B,35,3,41.76
32,B,36,1,46.12
32,A,36,2,50.94
32,C,36,3,26.77
32,A,37,1,35.75
32,B,37,2,22.18
32,C,37,3,35.28
32,B,38,1,32.42
32,C,38,2,28.58
32,A,38,3,35.03
32,C,39,1,33.89
32,A,39,2,44.01
32,B,39,3,31.75
32,C,40,1,42.59
32,B,40,2,36.89
32,A,40,3,49.54
32,A,41,1,33.62
32,C,41,2,30.65
32,B,41,3,22.32
32,B,42,1,26.8
32,A,42,2,38.12
32,C,42,3,30.43
32,A,43,1,56.06
32,B,43,2,44.63
32,C,43,3,40.41
32,B,44,1,30.39
32,C,44,2,25.86
32,A,44,3,38.24
32,C,45,1,41.9
32,A,45,2,49.16
32,B,45,3,40.44
32,C,46,1,38.36
32,B,46,2,32.38
32,A,46,3,44.02
32,A,47,1,37.11
32,C,47,2,32.73
32,B,47,3,24.4
32,B,48,1,33.19
32,A,48,2,37.95
32,C,48,3,25.59
32,A,49,1,56.45
32,B,49,2,33.98
32,C,49,3,40.21
32,B,50,1,36.87
32,C,50,2,37.09
32,A,50,3,39.5
32,C,51,1,47.07
